,song_title,lyrics
34,she,i paid all my dues and she wanted to know that i d never leave her but now i m ready to go and strange as it seems she s endless to me she s just like paperwork but harder to read patiences my enemy and loving s my friend it s harder to leave with my heart on my sleeve than to stay and just pretend oh she knows me so well oh she knows me like i know myself i made all my plans and as she has made hers she kept me in mind but i wasn t sure i searched every room for a way to escape but every time i tried to leave she keeps holding on to me for dear life and blocking my way patiences my enemy and loving s my friend it s harder to leave with my heart on my sleeve than to stay and just pretend oh she knows me so well oh she knows me like i know myself and like the back of her hand she already understands everything won t you stay she says and she already knows how it goes and where she stands i ll stay anyway cause she knows me so well oh she knows me like i know myself oh she knows me so well oh she knows me like i know myself i know myself oh she knows me like i know myself i know myself i know myself i know myself
35,fall,you and i two of a mind this loves one of a kind you and i we re drifting over the edge and i will fall for you and i will fall for you if i fall for you would you fall too you and i we re learning to speak with kisses on cheeks you and i we re lifted over the edge and i will fall for you and i will fall for you if i fall for you would you fall too and i will fall for you and i will fall for you if i fall for you would you fall too would you fall too would you fall too would you fall too would you fall too
36,where we land,treat me beneath this clear night sky and i will lie with you i start to feel those butterflies when i m next to you tell me your secrets give me a friend let all the good times flood in do i love you do i hate you i can t make up my mind so let s free fall and see where we land it s been this way since we were young we ll fight and then make up i ll breathe your air into my lungs when i feel your touch tell me your secrets give me a friend let all the good times flood in do i love you do i hate you i can t make up my mind so let s free fall and see where we land da da da da da da da da da da da da da da da da da da da da da da da da tell me your secrets give me a friend let all the good times flood in do i love you do i hate you i can t make up my mind so let s free fall and see where we land
37,firefly remix,i fell in love next to you burning fires in this room it just fits light and smooth like my feet in my shoes little one lie with me sew you heart to my sleeve well stay quiet underneath shooting stars if it helps you sleep and hold me tight dont let me breathe feeling like you wont believe theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes lyrics added by grzesiul_g
38,firefly,i fell in love next to you burning fires in this room it just fits light and smooth like my feet in my shoes little one lie with me sew your heart to my sleeve well stay quiet underneath shooting stars if it helps you sleep and hold me tight dont let me breathe feeling like you wont believe theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes teach my skin those new tricks warm me up with your lips heart to heart melt me down its too cold in this town close your eyes lean on me face to mouth lips to cheek feeling numb in my feet youre the one to help me get to sleep and hold me tight dont let me breathe feeling like you wont believe theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes its only been one night of love and maybe that is not enough hold me tight dont let me breathe feeling like you wont believe only been one night of love maybe that is not enough hold me tight dont let me breathe feeling like you wont believe theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes theres a firefly loose tonight better catch it before it burns this place down and i lie if i dont feel so right but the world looks better through your eyes
39,cold coffee,shes like cold coffee in the morning im drunk off of last nights whiskey and coke shell make me shiver without warning and make me laugh as if im in on the joke you can stay with me forever or you could stay with me for now tell me if im wrong tell me if im right tell me if you need a loving hand to help you fall asleep tonight tell me if i know tell me if i do tell me how to fall in love the way you want me to ill wake with coffee in the morning but she prefers two lumps of sugar and tea outside the day is up and calling but i dont have to be so please go back to sleep stay with me forever or you could stay with me for now tell me if im wrong tell me if im right tell me if you need a loving hand to help you fall asleep tonight tell me if i know tell me if i do tell me how to fall in love the way you want me to cause i love the way you wake me up and for goodness sake will my love not be enough tell me if im wrong tell me if im right tell me if you need a loving hand to help you fall asleep tonight tell me if i know tell me if i do tell me how to fall in love the way you want me to tell me if im wrong tell me if im right tell me if you need a loving hand to help you fall asleep tonight
40,one night,lying in a bedroom lighting up a benson face hair is growing so i cut it with a vengeance hey did i mention as she makes an entrance said i had a tendency to finish off a sentence oh well she s a local girl no make up cause she knows me well hair tied up in elastic band with a kiss on the cheek for her one night man its like the fast food i ll regret it after and i needed money but i m too shy to ask her so she buys me chips and cheese and i tell her that i love her and she s all i need i take it with a cold glass of the fruit and the barley she s still a sucker for the apple and bacardi heading to the party sitting in the car seat b e p on radio it makes me feel naughty and lastly she knows me well bit of a catch to have a local girl hair tied up in elastic band with a kiss on the cheek for her one night man i don t wanna go alone i don t wanna go alone no i dont wanna go alone tell her that i love her tell her that i need her tell her that she s more than a one night stand tell her that she turns my cheeks the colour of my hair all i wanna do is be near tell her that i want her tell her that i need her tell her that she s more than a one night stand tell her that i love her more than anyone else if you don t i ll tell her myself and we ve got that love in us and were the drink killers we re gonna dance all night to the floor fillers if we talk outside say hey whats new i don t really dance so i ll just watch you are you taking me back tonight tell me if that s alright i don t wanna be here i m not the sofa type tell me if you have a toothbrush you don t mind sharing she said i wanna take off what you re wearing she s like the fast food i ll regret it after and i needed money but i m too shy to ask her but she buys me chips and cheese so i tell her that she s all i need tell her that i tell her that i tell her that she s more than a one night stand tell her that she turns my cheeks the colour of my hair all i wanna do is be near tell her that i tell her that i tell her that she s more than a one night stand tell her that i love her more than anyone else if you don t i ll tell her myself
41,sofa,shes reinventing loving me when were resembling cutlery on the sofa it must have been about 5 01 like my blue ripped jeans and my eyes are closed and im way too tired hoodie still smells of the beach bonfire on the sofa where we lay i wanna stay inside all day and its cold outside again and were both so high we could fly to berlin tokyo or jamaica we can go where you want say the word and ill take ya but id rather stay on the sofa on the sofa on the sofa with you when the morning comes were not watching formula 1 its not what we breathe for so kick off the day with friends on t4 two boiled and brew two sugars aint too sweet for you on the sofa where we lay i wanna stay inside all day and its cold outside again and were still so high we could fly to berlin tokyo or jamaica we can go where you want say the word and ill take ya but id rather stay on the sofa on the sofa with you and it feels like im flying and it feels like we could go to berlin tokyo or jamaica through the streets of new york that is where i will take ya paris rome to rio passing through las vegas we can go where you want say the word and ill take ya but id rather stay on the sofa on the sofa on the sofa with you
42,little bird,if we take this bird in with its broken leg we could nurse it she said come inside for a little lie down with me and if you fall asleep it wouldnt be the worst thing but when i wake up and your make up is on my shoulder and tell me if i lie down would you stay now let me hold ya oh but if i kiss you will your mouth read this truth darling how i miss you strawberries taste how lips do and its not complete yet mustnt get our feet wet cause that leads to regret diving in too soon and ill owe it all to you oh my little bird my little bird if we take a walk out in the morning dew we can lay down so im next to you come inside for a little home made tea and if you fall asleep then at least youre next to me and if i wake up you say its late love get back to sleep im covered by nature and im safe now underneath this oak tree with you beside me but if i kiss you will your mouth read this truth darling how i miss you strawberries taste how lips do and its not complete yet mustnt get our feet wet cause that leads to regret diving in too soon and ill owe it all to you oh my little bird my little bird my little bird my little bird and of all these things im sure of im not quite certain of your love you make me scream and then i made you cry when i left that little bird with its broken leg to die but if i kiss you will your mouth read this truth darling how i miss you strawberries taste how lips do and its not complete yet mustnt get our feet wet cause that leads to regret diving in too soon but ill owe it all to you oh my little bird my little bird whoa oh oh oh whoa my little bird my little bird my little bird youre my little bird
43,let it out,you give me life and a loss of oxygen you treat me like i was in love again and i hold you tight tight enough to know that you are mine id never let you go and its you i miss and its you i miss so let it out i let it out now i let it out i let it out now now and you speak to me behind your darkened stare and you let me be as if i wasnt there it seemed perfect a concept free from any regret another couple based on teen sex you eejit true i was just like you we couldnt be torn apart you see we were just like glue its you i miss and its you i miss oh oh so let it out i let it out now i let it out i let it out now now it seemed perfect a concept free from any regret another couple based on teen sex you eejit true i was just like you we couldnt be torn apart you see we were just like glue like glue were like glue were like glue like glue were like glue were like glue like glue were like glue were like glue like glue were like glue were like glue like glue were like glue were like glue like glue were like glue were like glue like glue were like glue were like glue like glue were like glue were like glue so let it out i let it out now i let it out i let it out now now it seemed perfect a concept free from any regret another couple based on teen sex you eejit true i was just like you we couldnt be torn apart you see we were just like glue
44,fire alarms,the rain wont stop falling its harder than before this car keeps on stalling pedal to the floor and what i need to know is if you love me and i really need to know is if you want me when you call if you want me when you call we were young and we were foolish dodging homework dodging classes to set off fire alarms and what i need to know is if you love me and i really need to know if you need me when you call if you want me when you call what i need to know is if you love me and i really need to know if you need me when you call if you want me when you call
45,homeless,could i wake up next to you when were hitting double figures look into your eyes like im looking into double mirrors could you make it any clearer everythings such a blur its not my turn its hers to get hurt on a late night coming home from way too many train rides lace not as red as my face im home at the same time highbury estates fine smoking like a dragon but dont chase lines hey i havent slept for the past week two hours aint enough for me i feel inspired at quarter to three am i havent changed since our last meet im still getting all my meals for free i think im being shunned by my feet again its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be its not a homeless life for me yeah and now im sitting on a night bus flicking through my ipod feeling kinda tired so i try to close my eyes up driver turn the lights off lights on on stage mics on song plays nice one gotta keep my hype strong truth be never went to uni people see right through me but im not a fool see im never gonna do one im gonna live past 22 done everything i need to except get a 2 1 i havent slept for the past week two hours aint enough for me i feel inspired at quarter to three am i havent changed since our last meet im still getting all my meals for free i think im being shunned by my feet again its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be and its not a homeless life for me yeah when i feel cold you keep me warm and im not looking for some loose change just wanna find a true mate who wants to be my duvet yeah its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be and its not a homeless life for me its just im home less than id like to be its not a homeless life for me yeah
46,sunburn,you re not her though i try to see you differently i tow the line you see i m searching for what used to be mine and i saw your eyes and i saw alice staring back at me so i will try to find another one who suited me as well as her ive moved far away from you and i want to see you here beside me dear but things aren t clear when we never even tried we never even talked we never even thought in the long run whenever it was painful whenever i was away i d miss you and i miss you she was mine i was hers and all that s in between if she would cry i would shelter her and keep her from the darkness that will be ive moved far away from you and i want to see you here beside me dear but things aren t clear we never even tried we never even talked we never even thought in the long run whenever it was painful whenever i was away i d miss you and i miss you don t drop me in it s not my turn if you cut deep then i might learn that you scarred and left me like a sunburn don t drop me in it s not my turn and if you cut deep then i might learn that you scar and leave me like a sunburn we never even tried we never even talked we never even thought in the long run whenever it was painful whenever i was away i d miss you and i miss you and i miss you and i miss you and i miss you
47,the city,this city never sleeps i hear the people walk by when its late sirens bleed through my windowsill i cant close my eyes dont control what im into this tower is alive the lights that blind keep me awake hood up and lace untied sleep fills my mind cant control what im into london calls me a stranger a traveller this is now my home my home im burning on the back street stuck here sitting in the backseat im blazing on the street what i do isnt up to you and if the city never sleeps then that makes two the pavement is my friend it will take me where i need to go i find it trips me up and puts me down this is not what im used to the shop across the road fulfills my needs and gives me company when i need it voices speak through my walls i dont think im gonna make it past tomorrow london calls me a stranger a traveller this is now my home my home im burning on the back street stuck here sitting in the backseat im blazing on the street what i do isnt up to you and if the city never sleeps then that makes two and my lungs hurt and my ears bled with the sound of the city life echoed in my head do i need this to keep me alive the traffic stops and starts but i need to move along london calls me a stranger this is not my home home im burning on the back street stuck here sitting in the backseat im blazing on the street what i do isnt up to you and if the city never sleeps then that makes two
48,be like you,one two three unhappy days that left us on the floor and you squeeze me till youre not feeling sure everything will brighten up if we go to brighton ill take you along the pier everything will lighten up and if you feel too frightened ill make things disappear dear darling dont be nervous ill understand if you let me go i did this on purpose now cause when im missing you ill stop eating food and ill squeeze into a dress so i can be like you and then ill see your bitterness and why youre leaving too maybe ill put you to a test and say that i love you i think that i love you sunny days that left my skin dark red and you breathe me till these thoughts leave my head if it gets too complicated ill give up and be frustrated can you see whats wrong if you feel like youve been jaded and this loves too overrated see whats going on and darling dont be nervous ill understand if you let me go i did this on purpose now cause when im missing you ill stop eating food and ill squeeze into a dress so i can be like you and then ill see your bitterness and why youre leaving too maybe ill put you to a test and say that i love you i think that i love you take me back to live at home take me back to albert road cause when im missing you ill stop eating food and ill squeeze into your dress so i can feel like you and then ill see your bitterness and why you left too i thought i d put you to a test and say that i love you i think that i love you and ill stop eating food and ill squeeze into your dress so i can feel like you and then ill see your bitterness and why you left me too i thought i d put you to a test and say that i love you now it seems you loved me too
49,so,im filled up with doubt i have to move home but i want to stay with you for all of the summer i have my plan that you wont remember if you want to see the world then please ask your mother i cannot hold your hand to watch you go oh i am a liar as you might know i need you now i need your touch and your lips i need your smile and your kiss cause youre so cool youre so beautiful youre so and youre so youre so cool youre so beautiful youre so and youre so hmm hmm hmmm hmmmm hmm hmm hmmm hmm i see your voice and from my window when it is late at night itll show me your shadow i have my plan that you wont remember if you want to see the world and please ask your mother now ah oh ah oh i cannot hold your hand to watch you go oh im a liar as you might know i need you now i need your touch and your lips i need that smile and your kiss cause youre so cool youre so beautiful youre so and youre so youre so cool youre so beautiful youre so and youre so and youre so cool youre so beautiful youre so and youre so hm youre so cool youre so beautiful youre so and youre so now these words i say mean you re so amazing and ive noticed lately i need you maybe these words i say mean you re so amazing but ive noticed lately i need you maybe cause youre so cool youre so beautiful youre so and youre so youre so cool youre so beautiful youre so and youre so
50,you need me i dont need you,i dont want bruise your ears or hurt you again but i got back stabbed by a black cab when i needed a friend now im in town break it down thinking of making a new sound playing a different show every night in front of a new crowd that s you now ciao seems that life is great now see me lose focus as i sing to you loud i cant no i wont hush ill say the words that make you blush im gonna sing this now see i m true my songs are where my heart is im like glue i stick to other artists im not you now that would be disastrous let me sing and do my thing and move to greener pastures see im real i do it all its all me im not fake dont ever call me lazy i wont stay put give me the chance to be free suffolk sadly seems to sort of suffocate me cause you need me man i dont need you you need me man i dont need you you need me man i dont need you at all you need me man i dont need you you need me man i dont need you you need me man i dont need you you need me man i dont need you at all you need me i sing and write my own tune and i write my own verse hell dont need another wordsmith to make my tunes sell call yourself a singer writer youre just bluffing names on the credits and you didnt write nothing i sing fast i know that all my shits cool i will blast and i didnt go to brit school i came fast with the way i act right i cant last if im smoking on a crack pipe and i wont be a product of my genre my mind will always be stronger than my songs are never believe the bullshit that fake guys feed to ya always read the stories that you hear in wikipedia and musically im demonstrating when i perform live feels like i am meditating times at the enterprise when some fella filmed me a young singer writer like a gabriella cilmi cause you need me man i don t need you you need me man i dont need you you need me man i dont need you at all you need me man i dont need you you need me man i dont need you you need me man i dont need you you need me man i dont need you at all you need me cause with the lyrics ill be aiming it right i wont stop until my names in lights with stadium heights with damien rice on red carpets now im on arabian nights because im young i know my brothers gonna give me advice long nighter short height and i gone hyper never be anything but a singer songwriter yeah the games over but now im on a new level watch how i step on the track without a loop pedal people think that im bound to blow up ive done around about a thousand shows but i havent got a house plus i live on a couch so you believe the lyrics when im singing them out wow from day one ive been prepared with v05 wax for my ginger hair so now im back to the sofa giving a dose of what the future holds cause its another day plus ill keep my last name forever keep this genre pretty basic gonna be breaking into other peoples tunes when i chase it and replace it with the elephant in the room with a facelift slipping into another rapper shoes using new laces im selling cds from my rucksack aiming for the papers selling cds from my rucksack aiming for the majors nationwide tour with just jack still had to get the bus back clean cut kid without a razor for the moustache i hit back when the pen hurts me im still a choir boy in a fenchurch tee im still the same as a year ago but more people hear me though according to the myspace and youtube videos im always doing shows if im not im in the studio truly broke never growing up call me rufio melody music maker reading all the papers they say im up and coming like im fucking in an elevator cause you need me man i dont need you you need me man i dont need you you need me man i dont need you at all you need me man i dont need you you need me man i dont need you you need me man i dont need you you need me man i dont need you at all you need me man i dont need you
51,touch and go,oh oh oh oh oh oh oh oh oh oh oh oh waking up midnight november and youre still in my bed its kinda rough cause since i met ya theres things weve never said so if i go for a little while longer when im home we can talk about the pitfalls of the road if you say go i would stop everything oh my heart would play the role now and act like its never been broke though my soul oh oh oh lately i really need to know how long how long can we be touch and go oh my soul oh oh oh how long how long can we be touch and go its not enough to say i want ya cause ill say anything im holding out to feel without a doubt i had have just been questioning it if i go for a little while longer when im home we can talk about the pitfalls of the road if you say go i would stop everything oh my heart would play the role now and act like its never been broke though my soul oh oh oh lately i really need to know how long how long can we be touch and go oh my soul oh oh oh how long how long can we be all of my bones they scream im right if youre taking me home to stay the night darling my soul would heal if you say go i would stop everything oh my heart would play the wrong and act like its never been broke though my soul lately i really need to know how long how long can we be touch and go oh my soul how long how long how long can we be touch and go how long how long can we be touch and go how long how long can we be touch and go
52,new york,ooh ooh whoa oh oh oh now now five drinks in on friday night we only came to dry your eyes and get you out of your room now this bar has closed its doors i found my hand is holding yours do you wanna go home so soon or maybe we should take a ride through the night and sing along to every song thats on the radio in the back of a taxi cab in brooklyn oh no no the sun could rise burning all the street lamps out at 3am so dj play it again until the night turns into morning youll be in my arms well just keep driving along the boulevard and if i kissed you darling please dont be alarmed its just the start of everything if you want a new love in new york yesterday gave me a call stressing out about it all said the world is moving too fast and you dont know where to begin cause youve spent a lifetime fitting in only to wind up on the other side by yourself and every day screaming out to all the people that you used to know from a window that looks upon manhattan skyline its just the way that life goes and you hear it in every song you know so dj play it again until the night turns into morning youll be in my arms well just keep driving along the boulevard and if i kissed you darling please dont be alarmed its just the start of everything if you want a new life in new york and every song that plays is just like the day you had and its okay to cry but im saying maybe thats a waste of water you know im here for you in the back of the taxi cab tonight in new york its just reached the morning and youre still in my arms and weve stopped driving down the boulevard and i just kissed you darling i hope you werent alarmed its just the start of everything that you want a new love in new york
53,make it rain,when the sins of my father weigh down in my soul and the pain of my mother will not let me go well i know there can come fire from the sky to refine the purest of kings and even though i know this fire brings me pain even so and just the same make it rain make it rain down lord make it rain oh make it rain make it rain make it rain down lord make it rain make it rain well a seed needs the water fore it grows out of the ground but it just keeps on getting hard hunger more profound well i know they cant count tears from the eye but they may as well all be in vain and even though i know these tears come with pain even so and just the same make it rain make it rain down lord make it rain oh make it rain make it rain make it rain down lord just make it rain make it rain well the seas are full of water stops by the shore its like the riches of grandeur oh no never reach the poor and let the clouds fill with thunderous applause and let lightning be the veins but fill the sky with all that they can draw when its time to make a change make it rain make it rain down lord make it rain make it rain make it rain make it rain down lord make it rain oh make it rain make it rain make it rain make it rain oh make it rain make it rain make it rain down lord make it rain oh make it rain make it rain make it rain make it rain make it rain make it rain make it rain make it rain oh make it rain
54,all of the stars,its just another night and im staring at the moon i saw a shooting star and thought of you i sang a lullaby by the waterside and knew if you were here id sing to you youre on the other side as the skyline splits in two im miles away from seeing you but i can see the stars from america i wondered do you see them too so open your eyes and see the way our horizons meet and all of the lights will lead into the night with me and i know these scars will bleed but both of our hearts believe all of these stars will guide us home i can hear your heart on the radio beat theyre playing chasing cars and i thought of us back to the time you were lying next to me i looked across and fell in love so i took your hand back through lamp lit streets i knew everything led back to you so can you see the stars over amsterdam youre the song my heart is beating to so open your eyes and see the way our horizons meet and all of the lights will lead into the night with me and i know these scars will bleed but both of our hearts believe all of these stars will guide us home and oh i know and oh i know and oh i can see the stars from america
55,i see fire,oh misty eye of the mountain below keep careful watch of my brothers souls and should the sky be filled with fire and smoke keep watching over durins sons if this is to end in fire then we should all burn together watch the flames climb high into the night calling out father oh stand by and we will watch the flames burn auburn on the mountain side and if we should die tonight we should all die together raise a glass of wine for the last time calling out father oh prepare as we will watch the flames burn auburn on the mountain side desolation comes upon the sky now i see fire inside the mountain i see fire burning the trees and i see fire hollowing souls i see fire blood in the breeze and i hope that you remember me oh should my people fall then surely ill do the same confined in mountain halls we got too close to the flame calling out father oh hold fast and we will watch the flames burn auburn on the mountain side desolation comes upon the sky now i see fire inside the mountain i see fire burning the trees and i see fire hollowing souls i see fire blood in the breeze and i hope that you remember me and if the night is burning i will cover my eyes for if the dark returns then my brothers will die and as the skys falling down it crashed into this lonely town and with that shadow upon the ground i hear my people screaming out now i see fire inside the mountain i see fire burning the trees i see fire hollowing souls i see fire blood in the breeze i see fire i see fire i see fire and i see fire burn auburn on the mountain side
56,reuf,cest pour mes frères et sœurs dune autre mère on a acquis le statut dfamille mon reuf a toujours couvert mes arrières jcontinuerai de mentir à sa petite amie ma mère peut lengueuler comme si cétait son fils sil stape je vais sauter doffice dans la mêlée même si mes habits coûtent cher cest la même même si cest lui qua cherché la merde cest vrai quil est pas réaliste jai les boules de le voir décevoir ses rents pa et perdre son temps on est trente sur la liste on déboule devant la boite yen a un qui rentre pas personne rentre jsuis le seul à te voir quand tas pas les cheveux lissés notre équipe était massive au lycée et tu le sais dans mon équipe yavait quasiment que des têtes cramées jétais celui quon envoyait pour paraître civilisés des urgences des mariages des naissances des procès des nuits blanches et des micro siestes tous mes amis en ont dans le ventre mais ça ne se voit pas comme un déni dgrossesse cest pour mes reufs les vrais pas les faux les frères pas les potes hey hey je te parle de mes reufs les vrais pas les faux les frères pas les potes hey hey je te parle de mes reufs les vrais pas les faux les frères pas les potes les traîtres on les fuck when you feel lonely know which way to go ill be calling you ill be calling you they dont even know me but when you feel alone ill be calling you ill be calling you jai passé mon adolescence à voler secrètement si je te disais que je regrette ce serait te mentir maintenant je sais que tu peux te faire serrer demain et rien ne vaut le sentiment de vivre sereinement la vie nest quune escale et ton corps nest quun emprunt tu te plains mais pense à la mort parce quelle est encore pire grosse galère on escaladait les grilles des immeubles afin de scaler dans les cages descalier pour dormir on était ensemble pour la mettre à lenvers dans tous les endroits pour ves qui la sécurité faut du sang froid je sais le vide que ça laisse en toi sans ma plus fidèle amie je serais sûrement sans toit calling you calling you when you feel lonely know which way to go ill be calling you ill be calling you they dont even know me but when you feel alone ill be calling you ill be calling you avec mes pèlerins on faisait quemmerder lmonde sur le chemin de lamitié jai fait de belles rencontres mais jai grandi pas besoin de talerter mman quand on part dans nos délires on a lair tellement cons jétais petit quand mes kabyles mont surnommé fennec s crew 2001 bébé à lépoque on navait pas besoin de se téléphoner pour s appeler fallait siffler en dessous des fenêtres on sdonne tellement dtrucs on est quittes langage cru quand on prend des cuites open bar on le brûle en équipe open mic on le brûle en équipe ma meilleure amie porte le voile elle est mignonne jouvre pas ma porte à nimporte qui jmen bats les roubignoles jmets tous mes potos dans mes clips même ceux qui ont des têtes de guignols on a appris à devenir des hommes ici la vie te cogne à tour de bras je me dis quil faut quon veille les uns sur les autres pendant que mes amis dorment autour de moi ill be calling you ill be calling you im calling you jai vu certains de mes reufs ne plus vouloir faire deffort et staire jai vu des vieilles branches partir et jai vu des faux rester mon reuf a fui la réalité jaimerais laider lautre jour jlai surpris en train dparler seul il ma vu et ma souri comme si drien nétait yavait personne pour aider ce frère issu de la jeunesse désœuvrée ta mère savait qutu la décevrais quand tu disais que tallais te sevrer malgré des parents pieux tu pars en vrille et tas touché le fond cest plus la prière mais ta casquette qui tfait des marques sur le front tas voulu tenlever la vie on aurait pu deviner avant dsauter par la fenêtre tavais déjà le regard dans le vide
57,english rose,across the sea by the tennessee skyline they told me id find my hopes and my dreams but i long to be in the bed of my true love back where i came from shes waiting for me so ill make my way through long winding country roads but my heart still beats for my home and my english rose i told my dad on the phone its amazing from the straight to the craziest places ive seen but i long to be in the arms of my true love like he loves my mother he understands me i spend my days just traveling and playing shows but my heart still beats for my home and my english rose i met a man in the bar down in memphis he told me he went there to follow his dreams he told me son you know i lost my true love for the same exact reason that you crossed the sea and i found truth in people i barely know but my heart still beats for my home and my english rose oh my heart still beats for my home and my english rose oh my heart still beats for my home and my english rose
58,even my dad does sometimes,its alright to cry even my dad does sometimes so dont wipe your eyes tears remind you youre alive its alright to die cause deaths the only thing you havent tried but just for tonight hold on so live life like youre giving up cause you act like you are go ahead and just live it up go on and tear me apart its alright to shake even my hand does sometimes so inside well rage against the dying of the light its alright to say that deaths the only thing you havent tried but just for today hold on so live life like you re giving up cause you act like you are go ahead and just live it up go on and tear me apart and hold on so live life like youre giving up cause you act like you are go ahead and just live it up go on and tear me apart and hold on
59,take it back,im not a rapper im a singer with a flow ive got a habit for spitting quicker lyrics you know youll find me ripping the writtens out of the pages they sit in i never want to get bitten cause plagiarism is hidden watch how i sit on the rhythm prisoner with the vision signed to a label but didnt listen to any criticism thought you knew but you didnt so perk your ears up and listen studio is a system and you could say that im driven and now its onto the next saga we drink the best lager ill never try to win you over like your stepfather ill do my own thing now and get respect after and im avoiding the caine like it was get carter for four years i never had a place to stay but its safe to say that it kept me grounded like a paperweight at 16 years old yeah i moved out of my home i was macy gray i tried to say goodbye and i choked and went from sleeping at a subway station to sleeping with a movie star and adding to the population not my imagination i dont wanna relax would it hurt your reputation if i put it on wax ill take it back now mmm come on and take it back love come on and take it back for us dont you fade into the back love no i take it back with the rhythm and blues with my rap pack ill be singing the news tryna act like jack black when i bring it to school ill make a beat with my feet by just hitting a loop bringing the lyrics to prove that i can fit in these shoes ill give you the truth through the vocal booth and stars burst out on the scene like an opal fruit they try to take aim like beckham when he goes to shoot but then again thats what theyre supposed to do and im supposed to be calm i tattooed the lyrics onto my arm whispering everything that happens is from now on ill be ready to start again by the end of the song and still theyre claiming that i handle it wrong but then ive never had an enemy except the nme but ill be selling twice as many copies as their magazinesll ever be with only spectacles ahead of me and festival fees are healthier than a dalmatian on pedigree singing for the masses rubber dinghy rapids i keep this rapping a habit and keep on fashioning magic im battling for respect and i dont know if ill have it this songs from the heart covered the planet ill take it back now mmm come on and take it back love come on and take it back for us dont you fade into the back love no ill take it back now now i dont ever wanna be perfect cause im a singer that you never wanna see shirtless and i accept the fact that someones gotta win worst dressed taking my first steps into the scene giving me focus putting on a brave face like timothy dalton considering a name change thinking it was hopeless rhyming over recordings avoiding tradition cause every day some lyrics and a melody could be written now absence can make your heart ache but drinking absinthe can change your mind state vividly need to let my liver be and ill say it again living life on the edge with a closed handful of friends its good advice from the man who took his life on the road with me and i hope to see him blowing up globally cause thats how its supposed to be im screaming out vocally it might seem totally impossible achieving lifes dreams but but i just write schemes im never having a stylist giving me tight jeans madison square garden is where i might be but more likely youll find me in the back room of a dive bar with my mates having a pint with mcdaid discussing records we made and every single second knowing that well never betray the way we were raised remembering our background sat down thats how we plan it out its time to take it back now mmm come on and take it back love come on and take it back for us dont you fade into the back love no mmm come on and take it back love come on and take it back for us dont you fade into the back love no my dreams keep me awake at night written in rhyme till i deliver the hype am i just living a lie with this you must know that the numbers just sold will keep me going through the tough times dream with me we forget 90 percent of it when we wake but the other 10 percent it never fades dreaming dreams of day to day goals stay awake loads tried to make the cut like the paper with a razor blade oh never give up just remember just to hold out more a couple years ago i couldnt just control that thought youd find me busking on the street when it was cold outdoors now im sweating on the stage of a sold out tour writing love songs for the sake of it never to make a hit you cant fake talent and work ethic just to make it quick im not a rapper im a singer i just take the piss and most of these other guys are kids that pose his little sister has to babysit thats just the way it is dreams are your own just set your goals and have the upmost faith in it tread your own path youll never make it as a follower youll never know where you will go or you will be tomorrow igh
60,shirtsleeves,i can taste salt water and if i blink again you ll be sinking in so well learn to swim in the oceans you made ill hold ya and you think of him and pretty soon you ll be floating away and i ll hold on to the words you spoke of anchored down in my throat love and i m captain of the sinking boat now with just one armband to carry me home when salted tears won t dry i ll wipe my shirtsleeves under your eyes these hearts will be flooded tonight i ll wipe my shirtsleeves under your eyes your eyes your eyes your eyes i still taste salt water on my lips from your kiss of bitterness and ill drown within the oceans you made and i hate to love you these cuffs are covered in your make up i ll never trust you again you can just be a friend and i ll hold on to the words you spoke of anchored down in my throat love and i m captain of the sinking boat now with just one armband to carry me home when salted tears won t dry i ll wipe my shirtsleeves under your eyes these hearts will be flooded tonight i ll wipe my shirtsleeves under your eyes your eyes your lips your mouth your thighs your back you drive me wild tonight the fact is i i m on my way home on the way home i lied i tried to cry but i m i m drowning in the oceans you made when salted tears won t dry i ll wipe my shirtsleeves under your eyes these hearts will be flooded tonight i ll wipe my shirtsleeves under your eyes your eyes your eyes your eyes
